Date,CodeIn,CodeOut,Rate
20170426,USD,SEK,8.776737354
20170426,USD,CHF,0.99467548
20170426,USD,NOK,8.582116956
20170426,USD,HRK,6.859910034
20170426,USD,RUB,56.69273846
20170426,USD,TRY,3.579454696
20170426,USD,AUD,1.336546406
20170426,USD,BRL,3.169099422
20170426,USD,CAD,1.357936289
20170426,USD,CNY,6.890755531
20170426,USD,HKD,7.780868448
20170426,USD,IDR,13295.31809
20170426,USD,INR,64.12283118
20170426,USD,KRW,1130.900578
20170426,USD,MXN,18.93518774
20170426,USD,MYR,4.347470853
20170426,USD,NZD,1.451023593
20170426,USD,PHP,49.82833012
20170426,USD,SGD,1.395942348
20170426,USD,THB,34.46984302
20170426,USD,ZAR,13.23583953
20170426,USD,ILS,3.636463784
20170425,USD,USD,1
20170425,USD,JPY,110.494904
20170425,USD,BGN,1.795794693
20170425,USD,CZK,24.58084657
20170425,USD,DKK,6.830961344
20170425,USD,GBP,0.779799835
20170425,USD,HUF,286.1996144
20170425,USD,PLN,3.881461757
20170425,USD,RON,4.155265816
20170425,USD,SEK,8.815535763
20170425,USD,CHF,0.994031769
20170425,USD,NOK,8.553668166
20170425,USD,HRK,6.853824259
20170425,USD,RUB,56.01974107
20170425,USD,TRY,3.592599394
20170425,USD,AUD,1.327150859
20170425,USD,BRL,3.152052153
20170425,USD,CAD,1.35800202
20170425,USD,CNY,6.884216325
20170425,USD,HKD,7.782205491
20170425,USD,IDR,13277.50436
20170425,USD,INR,64.28518961
20170425,USD,KRW,1127.793591
20170425,USD,MXN,18.84170416
20170425,USD,MYR,4.365990267
20170425,USD,NZD,1.435680837
20170425,USD,PHP,49.65384262
20170425,USD,SGD,1.392893215
20170425,USD,THB,34.42016344
20170425,USD,ZAR,13.04480764
20170425,USD,ILS,3.644293453
20170424,USD,USD,1
20170424,USD,JPY,110.3152655
20170424,USD,BGN,1.802912979
20170424,USD,CZK,24.69856195
20170424,USD,DKK,6.857485251
20170424,USD,GBP,0.781987463
20170424,USD,HUF,287.1220501
20170424,USD,PLN,3.91039823
20170424,USD,RON,4.174502212
20170424,USD,SEK,8.833425516
20170424,USD,CHF,0.996128319
20170424,USD,NOK,8.52230826
20170424,USD,HRK,6.878963864
20170424,USD,RUB,55.94625738
20170424,USD,TRY,3.592275074
20170424,USD,AUD,1.320980826
20170424,USD,BRL,3.125276549
20170424,USD,CAD,1.34310472
20170424,USD,CNY,6.885232301
20170424,USD,HKD,7.778023599
20170424,USD,IDR,13279.00074
20170424,USD,INR,64.44782448
20170424,USD,KRW,1128.521386
20170424,USD,MXN,18.58794248
20170424,USD,MYR,4.398967552
20170424,USD,NZD,1.423488201
20170424,USD,PHP,49.77415192
20170424,USD,SGD,1.392883481
20170424,USD,THB,34.36025074
20170424,USD,ZAR,12.96450959
20170424,USD,ILS,3.652286136
20170421,USD,USD,1
20170421,USD,JPY,109.1045055
20170421,USD,BGN,1.828192185
20170421,USD,CZK,25.17573378
20170421,USD,DKK,6.95167321
20170421,USD,GBP,0.782576182
20170421,USD,HUF,293.6810619
20170421,USD,PLN,3.993924098
20170421,USD,RON,4.247242475
20170421,USD,SEK,9.010095345
20170421,USD,CHF,0.998317443
20170421,USD,NOK,8.644419518
20170421,USD,HRK,6.970929146
20170421,USD,RUB,56.32501402
20170421,USD,TRY,3.645634698
20170421,USD,AUD,1.32912694
20170421,USD,BRL,3.148532436
20170421,USD,CAD,1.34726117
20170421,USD,CNY,6.885959993
20170421,USD,HKD,7.776219854
20170421,USD,IDR,13320.00374
20170421,USD,INR,64.60880538
20170421,USD,KRW,1135.791737
20170421,USD,MXN,18.83146383
20170421,USD,MYR,4.399046551
20170421,USD,NZD,1.42802393
20170421,USD,PHP,49.82800524
20170421,USD,SGD,1.397270518
20170421,USD,THB,34.38960553
20170421,USD,ZAR,13.1414283
20170421,USD,ILS,3.679753225
20170420,USD,USD,1
20170420,USD,JPY,109.0367613
20170420,USD,BGN,1.82019544
20170420,USD,CZK,25.04141461
20170420,USD,DKK,6.922382503
20170420,USD,GBP,0.781014425
20170420,USD,HUF,291.763611
20170420,USD,PLN,3.963517915
20170420,USD,RON,4.225686366
20170420,USD,SEK,8.953280596
20170420,USD,CHF,0.995905072
20170420,USD,NOK,8.573289902
20170420,USD,HRK,6.938110749
20170420,USD,RUB,56.25546766
20170420,USD,TRY,3.635830619
20170420,USD,AUD,1.328804095
20170420,USD,BRL,3.142857143
20170420,USD,CAD,1.348906468
20170420,USD,CNY,6.883666822
20170420,USD,HKD,7.775709632
20170420,USD,IDR,13323.4993
20170420,USD,INR,64.6230805
20170420,USD,KRW,1136.277338
20170420,USD,MXN,18.79758027
20170420,USD,MYR,4.398045603
20170420,USD,NZD,1.424011168
20170420,USD,PHP,49.71800838
20170420,USD,SGD,1.396835738
20170420,USD,THB,34.37040484
20170420,USD,ZAR,13.14862727
20170420,USD,ILS,3.66514658
20170419,USD,USD,1
20170419,USD,JPY,109.006993
20170419,USD,BGN,1.823589744
20170419,USD,CZK,24.98275058
20170419,USD,DKK,6.935850816
20170419,USD,GBP,0.777902098
20170419,USD,HUF,291.8881119
20170419,USD,PLN,3.949463869
20170419,USD,RON,4.227599068
20170419,USD,SEK,8.969230769
20170419,USD,CHF,0.996736597
20170419,USD,NOK,8.534079254
20170419,USD,HRK,6.943403263
20170419,USD,RUB,56.19170163
20170419,USD,TRY,3.663589744
20170419,USD,AUD,1.329137529
20170419,USD,BRL,3.111235431
20170419,USD,CAD,1.344055944
20170419,USD,CNY,6.885967366
20170419,USD,HKD,7.775944056
20170419,USD,IDR,13326.99301
20170419,USD,INR,64.56223776
20170419,USD,KRW,1139.785548
20170419,USD,MXN,18.66573427
20170419,USD,MYR,4.4
20170419,USD,NZD,1.424988345
20170419,USD,PHP,49.73333333
20170419,USD,SGD,1.397389277
20170419,USD,THB,34.38974359
20170419,USD,ZAR,13.2969697
20170419,USD,ILS,3.665547786
20170418,USD,USD,1
20170418,USD,JPY,108.8372964
20170418,USD,BGN,1.830930537
20170418,USD,CZK,25.05055233
20170418,USD,DKK,6.963209137
20170418,USD,GBP,0.789880172
20170418,USD,HUF,292.6231043
20170418,USD,PLN,3.965830369
20170418,USD,RON,4.229545029
20170418,USD,SEK,8.978468452
20170418,USD,CHF,1.000374462
20170418,USD,NOK,8.527710167
20170418,USD,HRK,6.962179367
20170418,USD,RUB,56.06253511
20170418,USD,TRY,3.690601011
20170418,USD,AUD,1.325126381
20170418,USD,BRL,3.107470511
20170418,USD,CAD,1.336173001
20170418,USD,CNY,6.882980715
20170418,USD,HKD,7.773825126
20170418,USD,IDR,13296.49878
20170418,USD,INR,64.60213443
20170418,USD,KRW,1143.091181
20170418,USD,MXN,18.56131811
20170418,USD,MYR,4.410503651
20170418,USD,NZD,1.421643887
20170418,USD,PHP,49.67609062
20170418,USD,SGD,1.398333645
20170418,USD,THB,34.35030893
20170418,USD,ZAR,13.38709979
20170418,USD,ILS,3.66523123
20170413,USD,USD,1
20170413,USD,JPY,109.1345249
20170413,USD,BGN,1.839887112
20170413,USD,CZK,25.12135466
20170413,USD,DKK,6.996801505
20170413,USD,GBP,0.797394167
20170413,USD,HUF,294.0263405
20170413,USD,PLN,3.993414864
20170413,USD,RON,4.251081844
20170413,USD,SEK,9.014111007
20170413,USD,CHF,1.005268109
20170413,USD,NOK,8.56378175
20170413,USD,HRK,6.985418627
20170413,USD,RUB,56.38287865
20170413,USD,TRY,3.668015052
20170413,USD,AUD,1.319567262
20170413,USD,BRL,3.130479774
20170413,USD,CAD,1.323518344
20170413,USD,CNY,6.888711195
20170413,USD,HKD,7.775352775
20170413,USD,IDR,13256.50047
20170413,USD,INR,64.43226717
20170413,USD,KRW,1131.636877
20170413,USD,MXN,18.59463782
20170413,USD,MYR,4.412511759
20170413,USD,NZD,1.42784572
20170413,USD,PHP,49.46754469
20170413,USD,SGD,1.396519285
20170413,USD,THB,34.33960489
20170413,USD,ZAR,13.52822201
20170413,USD,ILS,3.653904045
20170412,USD,USD,1
20170412,USD,JPY,109.5898161
20170412,USD,BGN,1.844224422
20170412,USD,CZK,25.17397454
20170412,USD,DKK,7.012635549
20170412,USD,GBP,0.8
20170412,USD,HUF,294.1725601
20170412,USD,PLN,4.006129184
20170412,USD,RON,4.262611975
20170412,USD,SEK,9.010183876
20170412,USD,CHF,1.006883545
20170412,USD,NOK,8.584158416
20170412,USD,HRK,7.014144272
20170412,USD,RUB,57.05487977
20170412,USD,TRY,3.674210278
20170412,USD,AUD,1.335502122
20170412,USD,BRL,3.142857143
20170412,USD,CAD,1.33088166
20170412,USD,CNY,6.89203206
20170412,USD,HKD,7.771428571
20170412,USD,IDR,13283.99811
20170412,USD,INR,64.67656766
20170412,USD,KRW,1140.273456
20170412,USD,MXN,18.80094295
20170412,USD,MYR,4.427534182
20170412,USD,NZD,1.444601603
20170412,USD,PHP,49.45403112
20170412,USD,SGD,1.402074493
20170412,USD,THB,34.46958982
20170412,USD,ZAR,13.69024045
20170412,USD,ILS,3.655068364
20170411,USD,USD,1
20170411,USD,JPY,110.550113
20170411,USD,BGN,1.842313489
20170411,USD,CZK,25.11115298
20170411,USD,DKK,7.005651846
20170411,USD,GBP,0.803786737
20170411,USD,HUF,293.3308214
20170411,USD,PLN,3.995290128
20170411,USD,RON,4.248681236
20170411,USD,SEK,9.034947249
20170411,USD,CHF,1.007535795
20170411,USD,NOK,8.595045215
20170411,USD,HRK,6.993217784
20170411,USD,RUB,56.9449887
20170411,USD,TRY,3.710625471
20170411,USD,AUD,1.331669179
20170411,USD,BRL,3.131217031
20170411,USD,CAD,1.331857573
20170411,USD,CNY,6.900527506
20170411,USD,HKD,7.771194424
20170411,USD,IDR,13281.49962
20170411,USD,INR,64.48285607
20170411,USD,KRW,1144.027882
20170411,USD,MXN,18.69197438
20170411,USD,MYR,4.433496609
20170411,USD,NZD,1.439807837
20170411,USD,PHP,49.5770535
20170411,USD,SGD,1.403918613
20170411,USD,THB,34.59495102
20170411,USD,ZAR,13.83675584
20170411,USD,ILS,3.656461944
20170410,USD,USD,1
20170410,USD,JPY,111.287578
20170410,USD,BGN,1.848931745
20170410,USD,CZK,25.07846474
20170410,USD,DKK,7.029967858
20170410,USD,GBP,0.806721497
20170410,USD,HUF,294.3373038
20170410,USD,PLN,3.998487427
20170410,USD,RON,4.265267536
20170410,USD,SEK,9.084704103
20170410,USD,CHF,1.009831726
20170410,USD,NOK,8.644639818
20170410,USD,HRK,7.028738892
20170410,USD,RUB,57.19739081
20170410,USD,TRY,3.733598034
20170410,USD,AUD,1.334845907
20170410,USD,BRL,3.13622613
20170410,USD,CAD,1.338154661
20170410,USD,CNY,6.903195311
20170410,USD,HKD,7.769805256
20170410,USD,IDR,13279.99622
20170410,USD,INR,64.55993572
20170410,USD,KRW,1142.16298
20170410,USD,MXN,18.67895632
20170410,USD,MYR,4.435526565
20170410,USD,NZD,1.440631499
20170410,USD,PHP,49.6237474
20170410,USD,SGD,1.406693137
20170410,USD,THB,34.65021743
20170410,USD,ZAR,13.88901494
20170410,USD,ILS,3.661845339
20170407,USD,USD,1
20170407,USD,JPY,110.667921
20170407,USD,BGN,1.839887112
20170407,USD,CZK,24.9887112
20170407,USD,DKK,6.995578551
20170407,USD,GBP,0.805014111
20170407,USD,HUF,291.9661336
20170407,USD,PLN,3.974506115
20170407,USD,RON,4.250047037
20170407,USD,SEK,9.0275635
20170407,USD,CHF,1.00611477
20170407,USD,NOK,8.615522107
20170407,USD,HRK,7.00752587
20170407,USD,RUB,56.90667921
20170407,USD,TRY,3.737158984
20170407,USD,AUD,1.328598307
20170407,USD,BRL,3.137253057
20170407,USD,CAD,1.341110066
20170407,USD,CNY,6.897271872
20170407,USD,HKD,7.770084666
20170407,USD,IDR,13322.12606
20170407,USD,INR,64.32502352
20170407,USD,KRW,1134.854186
20170407,USD,MXN,18.76519285
20170407,USD,MYR,4.434995296
20170407,USD,NZD,1.434524929
20170407,USD,PHP,49.87676388
20170407,USD,SGD,1.401881468
20170407,USD,THB,34.60959548
20170407,USD,ZAR,13.81373471
20170407,USD,ILS,3.648541863
20170406,USD,USD,1
20170406,USD,JPY,110.847553
20170406,USD,BGN,1.833677105
20170406,USD,CZK,25.06656666
20170406,USD,DKK,6.970748172
20170406,USD,GBP,0.802456404
20170406,USD,HUF,290.4181511
20170406,USD,PLN,3.963153947
20170406,USD,RON,4.241140071
20170406,USD,SEK,8.99071817
20170406,USD,CHF,1.003375211
20170406,USD,NOK,8.596287268
20170406,USD,HRK,6.994187137
20170406,USD,RUB,56.30583161
20170406,USD,TRY,3.708044253
20170406,USD,AUD,1.32223889
20170406,USD,BRL,3.115694731
20170406,USD,CAD,1.342771423
20170406,USD,CNY,6.898274892
20170406,USD,HKD,7.769454341
20170406,USD,IDR,13319.99812
20170406,USD,INR,64.51809488
20170406,USD,KRW,1131.108194
20170406,USD,MXN,18.788018
20170406,USD,MYR,4.436527283
20170406,USD,NZD,1.431745734
20170406,USD,PHP,50.14907182
20170406,USD,SGD,1.400712545
20170406,USD,THB,34.59966248
20170406,USD,ZAR,13.80358147
20170406,USD,ILS,3.646634165
20170405,USD,USD,1
20170405,USD,JPY,110.9664731
20170405,USD,BGN,1.831616408
20170405,USD,CZK,25.3399513
20170405,USD,DKK,6.963289005
20170405,USD,GBP,0.800805394
20170405,USD,HUF,290.2322532
20170405,USD,PLN,3.962820753
20170405,USD,RON,4.251451583
20170405,USD,SEK,8.966847724
20170405,USD,CHF,1.002809515
20170405,USD,NOK,8.584472748
20170405,USD,HRK,6.984266717
20170405,USD,RUB,55.87151152
20170405,USD,TRY,3.690204158
20170405,USD,AUD,1.319067241
20170405,USD,BRL,3.088031467
20170405,USD,CAD,1.338359243
20170405,USD,CNY,6.89623525
20170405,USD,HKD,7.768964226
20170405,USD,IDR,13324.00262
20170405,USD,INR,64.89323843
20170405,USD,KRW,1126.35325
20170405,USD,MXN,18.74667541
20170405,USD,MYR,4.430979584
20170405,USD,NZD,1.434631954
20170405,USD,PHP,50.13298371
20170405,USD,SGD,1.399887619
20170405,USD,THB,34.51957295
20170405,USD,ZAR,13.70359618
20170405,USD,ILS,3.65480427
20170404,USD,USD,1
20170404,USD,JPY,110.3652239
20170404,USD,BGN,1.836259506
20170404,USD,CZK,25.40043188
20170404,USD,DKK,6.982912403
20170404,USD,GBP,0.803896348
20170404,USD,HUF,290.4703784
20170404,USD,PLN,3.996901699
20170404,USD,RON,4.266453854
20170404,USD,SEK,9.022626983
20170404,USD,CHF,1.002065534
20170404,USD,NOK,8.617970144
20170404,USD,HRK,6.982442963
20170404,USD,RUB,56.44230589
20170404,USD,TRY,3.654210872
20170404,USD,AUD,1.324664351
20170404,USD,BRL,3.135386349
20170404,USD,CAD,1.344474697
20170404,USD,CNY,6.888648953
20170404,USD,HKD,7.770631866
20170404,USD,IDR,13327.99737
20170404,USD,INR,65.18167308
20170404,USD,KRW,1124.899071
20170404,USD,MXN,18.90076049
20170404,USD,MYR,4.431508779
20170404,USD,NZD,1.432729321
20170404,USD,PHP,50.21312553
20170404,USD,SGD,1.399211342
20170404,USD,THB,34.44465308
20170404,USD,ZAR,13.76199418
20170404,USD,ILS,3.645291522
20170403,USD,USD,1
20170403,USD,JPY,111.2841197
20170403,USD,BGN,1.834537098
20170403,USD,CZK,25.36722634
20170403,USD,DKK,6.976268643
20170403,USD,GBP,0.79973736
20170403,USD,HUF,289.5413188
20170403,USD,PLN,3.965763062
20170403,USD,RON,4.267423319
20170403,USD,SEK,8.924584936
20170403,USD,CHF,1.001969796
20170403,USD,NOK,8.579682957
20170403,USD,HRK,6.969796454
20170403,USD,RUB,56.35512616
20170403,USD,TRY,3.642341244
20170403,USD,AUD,1.314323234
20170403,USD,BRL,3.124847575
20170403,USD,CAD,1.334677798
20170403,USD,CNY,6.887065003
20170403,USD,HKD,7.77206641
20170403,USD,IDR,13322.50258
20170403,USD,INR,64.98499203
20170403,USD,KRW,1117.240409
20170403,USD,MXN,18.74064347
20170403,USD,MYR,4.42753963
20170403,USD,NZD,1.428196229
20170403,USD,PHP,50.14163775
20170403,USD,SGD,1.397523684
20170403,USD,THB,34.38514211
20170403,USD,ZAR,13.5546384
20170403,USD,ILS,3.629115468
20170331,USD,USD,1
20170331,USD,JPY,111.8230287
20170331,USD,BGN,1.829389206
20170331,USD,CZK,25.28294827
20170331,USD,DKK,6.957160228
20170331,USD,GBP,0.800233842
20170331,USD,HUF,287.7373492
20170331,USD,PLN,3.953325227
20170331,USD,RON,4.258254607
20170331,USD,SEK,8.916097652
20170331,USD,CHF,1.000467683
20170331,USD,NOK,8.575717894
20170331,USD,HRK,6.965204378
20170331,USD,RUB,56.41474137
20170331,USD,TRY,3.638013282
20170331,USD,AUD,1.307829015
20170331,USD,BRL,3.161537742
20170331,USD,CAD,1.334299878
20170331,USD,CNY,6.88822374
20170331,USD,HKD,7.770461136
20170331,USD,IDR,13317.68777
20170331,USD,INR,64.91114021
20170331,USD,KRW,1117.332336
20170331,USD,MXN,18.72369283
20170331,USD,MYR,4.425498082
20170331,USD,NZD,1.431952109
20170331,USD,PHP,50.18987934
20170331,USD,SGD,1.397437097
20170331,USD,THB,34.35038818
20170331,USD,ZAR,13.31998878
20170331,USD,ILS,3.634178281
20170330,USD,USD,1
20170330,USD,JPY,111.1949334
20170330,USD,BGN,1.821551644
20170330,USD,CZK,25.16717891
20170330,USD,DKK,6.928005961
20170330,USD,GBP,0.802645059
20170330,USD,HUF,288.115861
20170330,USD,PLN,3.933407842
20170330,USD,RON,4.232839713
20170330,USD,SEK,8.905932756
20170330,USD,CHF,0.9963677
20170330,USD,NOK,8.540094999
20170330,USD,HRK,6.936760734
20170330,USD,RUB,56.19586477
20170330,USD,TRY,3.643382695
20170330,USD,AUD,1.302784763
20170330,USD,BRL,3.12517463
20170330,USD,CAD,1.333705877
20170330,USD,CNY,6.88954084
20170330,USD,HKD,7.772189625
20170330,USD,IDR,13316.00075
20170330,USD,INR,64.90732979
20170330,USD,KRW,1116.773773
20170330,USD,MXN,18.74154792
20170330,USD,MYR,4.420508522
20170330,USD,NZD,1.425351588
20170330,USD,PHP,50.16764459
20170330,USD,SGD,1.394896153
20170330,USD,THB,34.41464096
20170330,USD,ZAR,12.86811959
20170330,USD,ILS,3.624289839
20170329,USD,USD,1
20170329,USD,JPY,110.8764421
20170329,USD,BGN,1.819687384
20170329,USD,CZK,25.14049125
20170329,USD,DKK,6.923334574
20170329,USD,GBP,0.803730927
20170329,USD,HUF,288.0721995
20170329,USD,PLN,3.943896539
20170329,USD,RON,4.239207294
20170329,USD,SEK,8.885839226
20170329,USD,CHF,0.99665054
20170329,USD,NOK,8.551172311
20170329,USD,HRK,6.918496464
20170329,USD,RUB,56.96287681
20170329,USD,TRY,3.651470041
20170329,USD,AUD,1.308150354
20170329,USD,BRL,3.132303684
20170329,USD,CAD,1.337923335
20170329,USD,CNY,6.890863416
20170329,USD,HKD,7.769166357
20170329,USD,IDR,13309.639
20170329,USD,INR,64.90416822
20170329,USD,KRW,1112.662821
20170329,USD,MXN,18.93580201
20170329,USD,MYR,4.418961667
20170329,USD,NZD,1.425474507
20170329,USD,PHP,50.27260886
20170329,USD,SGD,1.396166729
20170329,USD,THB,34.43524377
20170329,USD,ZAR,13.13872348
20170329,USD,ILS,3.625976926
20170328,USD,USD,1
20170328,USD,JPY,110.36007
20170328,USD,BGN,1.801086656
20170328,USD,CZK,24.88350677
20170328,USD,DKK,6.852012156
20170328,USD,GBP,0.796159867
20170328,USD,HUF,284.7315591
20170328,USD,PLN,3.911041532
20170328,USD,RON,4.192743347
20170328,USD,SEK,8.77778801
20170328,USD,CHF,0.984713141
20170328,USD,NOK,8.507229027
20170328,USD,HRK,6.844552905
20170328,USD,RUB,56.98885717
20170328,USD,TRY,3.623998527
20170328,USD,AUD,1.315130307
20170328,USD,BRL,3.12616263
20170328,USD,CAD,1.339534027
20170328,USD,CNY,6.885256469
20170328,USD,HKD,7.767381895
20170328,USD,IDR,13299.43825
20170328,USD,INR,65.05525371
20170328,USD,KRW,1113.463487
20170328,USD,MXN,18.87162722
20170328,USD,MYR,4.415784142
20170328,USD,NZD,1.423151303
20170328,USD,PHP,50.17681186
20170328,USD,SGD,1.393958928
20170328,USD,THB,34.41477116
20170328,USD,ZAR,12.94023391
20170328,USD,ILS,3.614513307
20170327,USD,USD,1
20170327,USD,JPY,110.1386721
20170327,USD,BGN,1.796124529
20170327,USD,CZK,24.81495087
20170327,USD,DKK,6.832950684
20170327,USD,GBP,0.793488842
20170327,USD,HUF,284.8838277
20170327,USD,PLN,3.915970245
20170327,USD,RON,4.177702268
20170327,USD,SEK,8.770594178
20170327,USD,CHF,0.9838369
20170327,USD,NOK,8.466158509
20170327,USD,HRK,6.832124162
20170327,USD,RUB,56.81467536
20170327,USD,TRY,3.600238773
20170327,USD,AUD,1.309670309
20170327,USD,BRL,3.120580402
20170327,USD,CAD,1.334925154
20170327,USD,CNY,6.878042061
20170327,USD,HKD,7.767839104
20170327,USD,IDR,13303.38874
20170327,USD,INR,65.03535678
20170327,USD,KRW,1109.330517
20170327,USD,MXN,18.81880797
20170327,USD,MYR,4.413169253
20170327,USD,NZD,1.415740656
20170327,USD,PHP,50.06520342
