BillboardCountry,BillboardPlaceName,BillboardLatitude,BillboardLongitude,VisitorCountry,VisitorPlaceName,VisitorLatitude,VisitorLongitude,VisitorYearRate
DE,Levern,52.3667,8.45,DE,Levern,52.3667,8.45,26823960.0
DE,Oberacker,49.1067,8.7131,DE,Oberacker,49.1067,8.7131,26823960.0
DE,Appelh<fc>lsen,51.9,7.4167,DE,Appelh<fc>lsen,51.9,7.4167,26823960.0
DE,Hassel,52.7333,9.9833,DE,Hassel,51.05,12.0167,26823960.0
DE,Hassel,52.7333,9.9833,DE,Hassel,52.7333,9.9833,26823960.0
DE,Unterbaldingen,47.9667,8.6167,DE,Unterbaldingen,47.9667,8.6167,53753112.0
DE,Unterbaldingen,47.9667,8.6167,DE,Unterbaldingen,47.9667,8.6167,26823960.0
DE,Unterschwarzach,47.95,9.8667,DE,Unterschwarzach,47.95,9.8667,26823960.0
DE,Falkenberg,52.4167,13.5667,DE,Falkenberg,48.4623,12.7227,26823960.0
DE,Falkenberg,52.4167,13.5667,DE,Falkenberg,51.5875,13.2364,26823960.0
DE,Falkenberg,52.4167,13.5667,DE,Falkenberg,51.5875,13.2364,53753112.0
DE,Falkenberg,52.4167,13.5667,DE,Falkenberg,52.4167,13.5667,26823960.0
DE,Osterscheps,53.1167,7.9333,DE,Osterscheps,53.1167,7.9333,13359384.0
DE,Windheim,52.4167,9.0167,DE,Windheim,49.8817,9.5828,26823960.0
DE,Windheim,52.4167,9.0167,DE,Windheim,52.4167,9.0167,26823960.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5345,9.6922,53753112.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5345,9.6922,26823960.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5345,9.6922,161469720.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5518,9.6833,53753112.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5518,9.6833,26823960.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5518,9.6833,13359384.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5569,9.6431,26823960.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5569,9.6431,53753112.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5569,9.6431,13359384.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5732,9.6824,26823960.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5732,9.6824,13359384.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.5732,9.6824,107611416.0
DE,Fulda,50.5518,9.6833,DE,Fulda,50.9833,9.7167,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.0773,8.6143,107611416.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.0773,8.6143,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.0773,8.6143,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1001,8.6036,107611416.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1001,8.6036,215328024.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1001,8.6036,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1001,8.6036,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1001,8.6036,16725528.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1001,8.6036,6627096.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,20407248.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,6206328.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,107611416.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,315576.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,1577880.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,13359384.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1019,8.6342,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1047,8.6407,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1047,8.6407,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.106,8.6627,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1103,8.6718,0.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1136,8.6578,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1157,8.6799,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1157,8.6799,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,9993240.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,13359384.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,315576.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,1577880.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,7468632.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,6627096.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,3260952.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,946728.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,215328024.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,4944024.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,736344.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,0.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,4523256.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,2419416.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,4838832.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,2314224.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,4733640.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,105192.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,1051920.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,1683072.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,3471336.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,27575346456.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,210384.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,43444296.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,63956736.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,4308559128.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,3681720.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,2840184.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,6032024856.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,434127384.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,40288536.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,2585093400.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,13787620632.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,20681483544.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,107611416.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,6893757720.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,430761240.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,269186328.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,20091672.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,19670904.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,21774744.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,4102488.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,1157112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,24299352.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1167,8.6833,807769368.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1172,8.7281,53753112.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1172,8.7281,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1172,8.7281,107611416.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1172,8.7281,1577880.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1184,8.6095,15042456.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1184,8.6095,10834776.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1319,8.6838,736344.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1319,8.6838,0.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1327,8.7668,736344.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1492,8.7097,1723360536.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1492,8.7097,430761240.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1528,8.745,26823960.0
DE,Frankfurt,50.1172,8.7281,DE,Frankfurt,50.1878,8.6632,1577880.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0827,11.5619,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0827,11.5619,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0827,11.5619,242257176.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0827,11.5619,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0827,11.5619,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0834,11.5036,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0834,11.5036,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0834,11.5036,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0844,11.4923,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0844,11.4923,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0844,11.4923,134540568.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0844,11.4923,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0915,11.5392,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0915,11.5392,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0915,11.5392,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0915,11.5392,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0982,11.5821,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0982,11.5821,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0982,11.5821,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0988,11.5204,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0988,11.5204,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0988,11.5204,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0988,11.5204,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.0988,11.5204,269186328.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1,11.4667,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1,11.4667,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1089,11.6074,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1089,11.6074,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1089,11.6074,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1089,11.6074,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1089,11.6074,40288536.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1098,11.6183,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1098,11.6183,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1098,11.6183,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1098,11.6183,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1098,11.6183,67217688.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1098,11.6183,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1102,11.5899,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1102,11.5899,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1102,11.5899,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1102,11.5899,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1102,11.5899,40288536.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1102,11.5899,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1125,11.5306,1577880.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1125,11.5306,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1125,11.5306,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1125,11.5306,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1134,11.6466,1577880.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1134,11.6466,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1134,11.6466,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1134,11.6466,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1134,11.6466,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1147,11.6972,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1147,11.6972,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1147,11.6972,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1147,11.6972,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1147,11.6972,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,94146840.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,6627096.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,161469720.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1159,11.5795,121075992.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1167,11.5478,430761240.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1167,11.5478,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1167,11.5478,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1167,11.5478,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,161469720.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,282650904.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,134540568.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,511548696.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1171,11.5393,3260952.0
DE,Munich,48.1725,11.5964,DE,Munich,48.118,11.6612,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.118,11.6612,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.118,11.6612,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.118,11.6612,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1188,11.4917,40288536.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1188,11.4917,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1188,11.4917,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1188,11.4917,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1188,11.4917,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1203,11.5733,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1203,11.5733,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1203,11.5733,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1203,11.5733,201863448.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1203,11.5733,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,430761240.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1204,11.5001,646194456.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1223,11.6205,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1223,11.6205,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1223,11.6205,188398872.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1223,11.6205,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1224,11.5449,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1224,11.5449,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1224,11.5449,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1224,11.5449,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1224,11.5449,861627672.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1224,11.5449,807769368.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,161469720.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,134540568.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1226,11.6035,6627096.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1265,11.6317,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1265,11.6317,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1265,11.6317,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1265,11.6317,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1285,11.5975,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1285,11.5975,861627672.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1285,11.5975,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1285,11.5975,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1291,11.4895,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1291,11.4895,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1291,11.4895,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1291,11.4895,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1291,11.4895,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1291,11.4895,296115480.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,80682264.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,215328024.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,40288536.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,161469720.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,127808280.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,726981912.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,6627096.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,0.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,134540568.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1299,11.5732,47020824.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1345,11.559,26823960.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1345,11.559,53753112.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1345,11.559,13359384.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1345,11.559,107611416.0
DE,Munich,48.1725,11.5964,DE,Munich,48.1345,11.571,161469720.0
