Year,Quarter,Country,Company,Department,Cash,Accounts_Receivable,Doubtful_Accounts,Inventory,Temporary_Investment,Prepaid_Expenses,Long_Term_Investments,Land,Buildings,Depreciation_Buildings,Plant_Equipment,Depreciation_Plant_Equipment,Furniture_Fixtures,Depreciation_Furniture_Fixtures,Accounts_Payable,Short_Term_Notes,Current_Long_Term_Notes,Interest_Payable,Taxes_Payable,Accrued_Payroll,Mortgage,Other_Long_Term_Liabilities,Capital_Stock,Retained_Earnings
2000,1,Andorra,Hillman,D00429,16121.42,2255773.40,1604267.14,6641414.32,16706.15,4511.53,83200209.58,56607987.25,277892240.14,256126033.79,7040.25,238352765.77,158121.88,108747.38,6876161.09,1017544.96,5391577.91,33753.54,2651642.23,9613620.65,2003543.91,6869468.99,643518343.86,9783.50
2000,1,Andorra,Clark,D00026,3756.96,5005691.68,280433.32,9895728.50,32398.56,9537.51,13136878.31,92258458.38,944586661.94,241401751.31,602825.63,163043904.81,211944.77,22217.05,4771897.57,4038152.78,9884226.36,32098.69,5095476.24,6165.49,6723152.90,6516643.79,479648.56,76236.94
2000,1,Angola,Vermeulen,D00778,56459.05,3544535.87,2389174.78,8107132.60,72716.72,7008.29,18937594.76,27562419.56,357992754.47,316583511.36,169509.94,178414821.46,928104.46,902624.75,2197465.34,3376323.08,4416581.19,66336.00,5989649.12,8010484.21,6900943.89,5257869.20,344029618.14,7035.30
2000,1,Angola,Krennwallner,D00207,177645.44,4802467.77,4379057.79,1463506.52,75286.40,8441.58,51445995.25,22766793.91,272162476.71,63315157.33,259894.83,2554111.55,578785.64,256449.65,6424861.06,3402913.74,9995223.60,85668.53,9666761.70,1193441.90,9686891.71,9685773.73,475252411.96,1226.73
2000,1,Angola,Hillman,D00039,185481.64,9136088.14,3070066.13,1661314.46,48034.93,1539.34,98154682.46,90265585.46,365693036.66,177073623.65,278228.00,114160437.18,557958.69,110606.20,5574898.69,9149128.86,3551022.74,49963.44,1227861.94,48627.29,5730845.32,6091300.47,275400711.50,90217.15
2000,1,Angola,Clark,D00366,748776.80,3189100.56,2639085.70,7778024.61,27257.48,8371.73,4261700.89,843675.12,451601958.79,59061138.88,872143.37,23218569.50,78572.92,16450.61,5599613.89,7621519.35,9410755.57,20530.67,6895969.95,4025562.15,4114330.48,7824492.53,271099152.49,22207.21
2000,1,Anguilla,Vermeulen,D00409,706784.41,9704288.84,2115842.26,5036598.23,83567.99,5508.06,27867200.79,37704229.25,737269928.53,675124881.61,936476.90,301946191.28,761576.61,307851.96,6993524.73,2083725.00,1986870.92,44452.08,8813893.97,4014801.89,1500230.50,6828167.66,623179869.94,40034.37
2000,1,Anguilla,Krennwallner,D00864,544575.81,7108870.00,1166713.76,2775759.25,69276.66,3814.38,84214075.75,55679241.94,373157632.21,276670668.32,723719.03,146975771.79,967912.76,299571.70,2225697.61,1530493.89,5501675.11,9848.32,3656665.90,281671.04,7745053.63,7882283.25,361906965.82,72401.60
2000,1,Anguilla,Hillman,D00158,469107.51,724003.28,341727.29,1769737.39,76336.49,9788.60,6949424.47,92204368.60,682111120.58,413241260.65,351363.39,107713837.00,493672.98,350258.50,6427351.55,8897030.41,9314014.20,48275.40,6011634.84,3809784.83,5457822.73,7574602.93,601353990.98,23395.06
2000,1,Anguilla,Clark,D00012,569334.26,6514297.47,954929.75,3792030.09,27059.05,9933.38,20715699.30,47471589.02,758050051.27,471959151.57,257558.37,383866596.84,379177.89,283205.62,3111317.86,9540426.66,9156385.59,51544.89,779852.33,7825411.85,8530226.02,3047889.22,457108798.27,48461.50
2000,1,Antarctica,Vermeulen,D00757,375593.41,9411432.42,4033132.00,1232194.42,5723.66,4319.77,4393791.24,90474956.09,521221128.95,276425812.66,863997.67,235331104.14,417006.29,282118.19,2849255.68,6174476.01,1544306.38,66635.20,2615422.03,9042908.39,6882783.08,465345.40,150531520.60,72459.06
2000,1,Antarctica,Krennwallner,D00402,243520.65,1129170.30,1066335.64,3959351.63,97926.78,1032.86,8645161.20,77188303.74,637808075.13,631176486.24,849792.27,432007659.29,71245.43,17994.68,4375463.36,2967009.31,2667319.59,37661.54,502183.72,794944.49,6836184.45,3853771.31,438340566.85,30012.55
2000,1,Antarctica,Hillman,D00582,50784.50,1938528.84,1781083.46,3374000.96,58622.45,7683.72,97650242.18,19384083.99,384667831.94,169611493.97,776152.95,102981965.30,263069.83,1117.04,2931476.92,453565.12,1940402.78,7074.99,5405049.29,3574886.85,4872336.47,3969950.32,867109.20,45973.47
2000,1,Antarctica,Clark,D00246,332522.26,2599174.53,603761.65,1290277.19,10543.73,4940.47,51568431.09,62161633.33,226318375.58,118120952.98,374532.37,47167741.73,370966.66,181129.02,1122147.77,223064.80,1669223.04,20894.13,2438313.00,5619348.47,3146226.99,421041.43,841790535.25,80475.36
2000,1,Antigua and Barbuda,Vermeulen,D00265,34183.60,4996072.82,3820342.07,9976057.26,35934.40,4739.73,35816434.76,74678860.91,585245955.97,75993541.48,582340.81,4242150.70,297244.69,224963.45,7942754.81,9492691.75,9981281.82,22579.64,499106.55,7227413.09,5864350.04,5838101.87,985060030.59,49158.28
2000,1,Antigua and Barbuda,Krennwallner,D00244,376096.81,3654106.05,2463498.98,3982910.78,18315.17,6286.69,74141407.90,9930764.83,330795679.71,135032985.17,434555.99,131925917.36,133351.95,121150.38,4861435.81,8903708.03,8552413.33,9665.97,6638983.86,2061284.01,5038043.52,6382646.58,565655939.39,85456.90
2000,1,Antigua and Barbuda,Hillman,D00404,596852.95,7751386.31,6036743.50,4903974.38,46116.53,2483.09,87823952.28,23865429.37,821479465.67,232883848.84,259710.08,59904331.00,70653.12,61558.22,6616314.83,1188377.87,21860.97,18783.61,6684500.86,8595031.65,526962.03,126993.47,544635024.85,17404.31
2000,1,Antigua and Barbuda,Clark,D00383,277947.04,1455434.64,907480.52,3531089.88,47779.98,678.31,6500109.77,33492710.11,144580748.64,12606860.55,628005.55,2910832.12,491397.74,261337.43,6690305.68,7682672.99,1318140.46,35044.34,8192933.09,3355141.79,2379104.12,1654620.94,338148153.65,65826.40
2000,1,Argentina,Vermeulen,D00103,731641.95,7008078.87,234845.60,1217434.17,23862.91,5002.67,543135.07,59408458.19,988715329.24,850352590.27,598089.65,118765180.99,941263.72,202047.68,8531342.39,5702181.20,388112.56,51318.82,5324639.16,6059245.25,2089173.27,5958059.56,554535397.86,17024.35
2000,1,Argentina,Krennwallner,D00730,853100.78,2695521.25,35864.25,3746150.98,32760.19,1601.97,10059734.28,70012391.33,970802636.93,573569412.53,184174.11,535673930.52,396766.21,163228.63,8566115.50,1151404.78,868247.28,85116.29,3578446.98,2533571.33,4896716.14,9104340.12,65311022.23,83931.28
2000,1,Argentina,Hillman,D00708,388805.36,4702954.54,3227556.69,2671871.75,15901.02,5793.41,94052233.36,97401826.85,766003517.89,160632941.73,968819.07,78293164.00,365400.76,40198.18,2528126.29,899261.42,6158730.79,98655.26,7498878.14,7985515.78,5240037.22,4570610.96,915790751.87,8033.11
2000,1,Argentina,Clark,D00270,658221.57,4239248.37,1130214.33,6144441.98,34558.45,6888.19,51920042.90,45849193.41,427747031.53,199674126.05,878191.40,64143417.70,816119.92,688212.37,8059650.41,451562.65,4701333.40,36866.88,5470903.91,6669616.93,60786.18,6656721.33,697812110.71,32213.38
2000,1,Armenia,Vermeulen,D00962,43566.63,3594100.53,1140507.71,1898545.74,2847.72,8438.61,63294907.49,17366267.85,871682468.95,311791854.28,318577.14,301081077.43,958774.66,305235.90,1747812.90,5515491.62,2973068.80,73848.92,4643820.07,3454628.76,1668663.10,4503766.79,282153978.10,72950.12
2000,1,Armenia,Krennwallner,D00782,469274.03,8754956.48,7443315.39,3660971.13,3850.23,1913.73,817012.71,2645081.86,250665721.62,138464605.23,991996.61,31696408.68,788799.23,677429.53,4137817.59,8794972.70,7442672.02,80800.91,5538675.79,7861065.81,8109499.66,8759204.39,506330102.98,31859.72
2000,1,Armenia,Hillman,D00444,816468.39,9539673.52,8780671.97,711649.12,15537.45,6126.85,18765436.57,12581350.59,807790082.97,415635938.06,189797.88,314353218.50,219460.88,145721.76,679186.69,2588492.56,1693706.15,6043.98,5496357.71,6426279.89,1039175.23,3601747.91,804123789.85,8986.71
2000,1,Armenia,Clark,D00248,475216.11,7935125.91,3863822.47,6176653.62,92822.97,9656.99,46754591.75,87074733.84,537341659.96,1070328.11,648461.12,238781.19,753487.36,542507.93,8599849.92,6150228.85,7711060.27,23863.39,7372506.50,2054110.14,5044941.40,9479174.06,104450950.98,91468.01
2000,1,Aruba,Vermeulen,D00713,164810.10,7678630.67,978578.78,9906841.34,56226.18,1631.45,36780776.46,51753854.51,422123837.38,396257212.66,474568.76,346310149.16,482889.31,308296.42,3100602.05,4988486.79,9595543.25,49211.97,506697.31,8108496.74,9911846.63,3095349.34,801534481.98,43124.80
2000,1,Aruba,Krennwallner,D00128,333229.84,1276728.32,1248061.77,8118797.61,58620.37,5900.92,44210727.58,8120562.70,366564406.79,165279666.15,149985.60,14506683.76,504595.85,17440.53,568060.08,5942012.75,3166413.46,31752.32,1776700.86,4008755.37,3705228.94,4931829.08,260820923.39,39234.29
2000,1,Aruba,Hillman,D00868,484038.71,3401009.56,1136817.80,6387976.24,12567.74,684.84,53103803.23,18832454.59,907237809.61,623929511.35,524099.99,479128953.99,209328.54,141452.73,4059917.54,7156006.08,6556244.85,82592.71,9426744.40,9110921.69,6694870.94,1881092.94,120612273.15,35318.21
2000,1,Aruba,Clark,D00527,310287.87,2923516.49,137811.73,3315617.43,39888.09,4933.13,21708230.13,28425124.93,300498941.91,220980669.73,823234.44,128227521.92,714773.28,553856.70,7314729.15,9634888.41,7861735.08,81316.46,405358.33,3347255.52,3815152.42,1683585.55,481139856.45,57006.86
2000,1,Australia,Vermeulen,D00132,968451.95,4777461.89,4071331.73,9898950.01,36738.81,3539.75,56340770.32,43420116.04,374801327.68,267807437.93,385432.83,87213986.32,767814.67,659406.08,7496600.16,6275077.44,8051904.69,67156.39,6543474.37,7612249.05,5251926.73,4869101.61,783975204.26,18810.56
2000,1,Australia,Krennwallner,D00142,577393.51,1009118.26,122432.55,3171254.35,78736.25,7131.04,94965542.74,12514714.14,190020020.81,167838326.04,779164.88,28597368.52,385048.84,299336.06,4054581.90,7467863.84,8249125.43,24244.85,3502499.74,723914.65,3030958.85,9368471.04,499549669.97,83051.69
2000,1,Australia,Hillman,D00978,723910.32,9843624.98,6412330.98,8211659.00,81622.67,8340.80,38725368.87,40186754.10,92592094.57,11125625.83,398828.44,1284415.67,264862.71,83415.62,8122141.85,1257367.33,2423463.88,62679.98,7327834.72,1517086.49,1667704.20,725490.10,554299490.99,91967.23
2000,1,Australia,Clark,D00299,898167.84,3007989.62,120350.71,6513297.66,30356.49,4597.43,1101022.58,5244568.39,176478858.57,152727609.36,678937.84,66563948.00,547343.01,463410.26,7468174.84,4239859.14,8678405.79,18244.91,7487932.22,6139213.24,7344134.18,9229561.98,966384544.48,55415.96
2000,1,Austria,Vermeulen,D00742,508809.21,1234024.84,844683.16,9867397.90,40624.43,9646.32,66178904.19,82486756.50,176630881.83,174449363.82,26059.00,85899740.90,943964.58,194459.38,4355961.04,8093396.09,9618402.89,66500.66,5774518.78,7995841.45,9022373.93,5622770.33,457884469.16,26328.41
2000,1,Austria,Krennwallner,D00800,775611.72,101490.51,33337.49,9998756.64,90556.41,4141.01,25689784.85,59603506.17,795736775.64,713594323.00,621389.62,590723552.92,435365.27,409276.51,9519440.43,4948952.29,7412443.16,72417.26,5115495.35,9905619.48,844668.28,8451453.66,378535738.99,34703.14
2000,1,Austria,Hillman,D00671,405102.86,1859770.32,193695.39,1267336.55,44403.92,9170.20,25695849.77,75557194.83,145294169.35,30540321.61,769643.63,3415700.12,731465.55,238096.96,3409146.90,2585463.41,2707796.27,40362.46,9746970.70,237025.35,4564378.34,1778474.85,297012682.23,7374.75
2000,1,Austria,Clark,D00180,184643.43,4432357.91,3175996.19,4546211.42,52402.60,3625.23,29293783.29,87268495.56,549367822.65,94070870.31,558503.32,71598792.22,240520.41,221433.24,1709993.48,8696684.00,4770664.46,19478.79,8510246.44,6099620.08,9146973.88,256332.54,317443407.29,77559.31
2000,1,Azerbaijan,Vermeulen,D00316,384673.16,84844.47,76192.06,6584097.25,92966.73,2913.48,49146164.84,20573156.14,170975654.01,85747836.10,242076.98,43767784.99,338877.00,54803.64,7604534.71,6742123.44,8886797.41,34076.58,6899443.91,8479539.81,8109304.36,7800909.14,234827363.90,98040.44
2000,1,Azerbaijan,Krennwallner,D00839,878651.84,2587135.84,516724.65,659654.52,47545.22,7769.34,28980184.73,1196920.19,835214552.97,667842147.33,759406.64,607227030.62,493763.33,320048.26,7434362.32,1756182.69,7326260.38,45385.90,6201959.17,1909309.94,221353.12,1369738.93,658083893.58,75604.20
2000,1,Azerbaijan,Hillman,D00589,583284.38,3878748.21,677562.70,7567350.38,49315.87,1047.52,43107972.60,59221884.25,638158259.95,251287272.18,334379.14,62583866.76,990568.43,88333.42,5164483.93,8422507.28,82258.81,44298.98,3895187.35,8945420.21,7621302.47,5186486.29,442522880.43,70963.96
2000,1,Azerbaijan,Clark,D00231,754594.77,7787143.10,5224574.85,1067068.88,186.79,9891.78,19697263.44,69907552.29,681312496.51,611994044.52,632969.57,361796198.57,864983.70,224927.58,404265.25,9337299.56,9497041.28,80810.38,3418077.64,8383245.63,8545987.21,7133927.17,78128412.14,66446.00
2000,1,Bahamas,Vermeulen,D00911,595490.77,2206288.44,1455049.73,6382890.75,76985.03,5180.35,89291898.10,34228328.86,545918268.01,131631552.00,352235.91,13082863.26,416536.12,377081.57,6308085.34,8583450.53,5022557.68,97131.83,3379675.27,9426037.08,7916714.07,7505975.92,238136917.65,75254.17
2000,1,Bahamas,Krennwallner,D00533,727201.86,5779869.57,3648511.16,6306244.63,12378.05,3133.09,58046505.98,80280764.22,750633177.59,570902133.47,639125.29,454374598.51,693197.46,215873.67,6628749.17,8693232.12,902098.76,69705.48,5325675.07,6083443.71,5690118.40,8649852.02,479664997.36,11307.58
2000,1,Bahamas,Hillman,D00525,335700.23,630499.13,115484.95,9716048.94,21077.70,1326.82,80883071.26,88165443.80,222062859.55,124507659.43,745984.39,25186855.62,608553.57,285640.39,8542519.92,6627495.10,9461426.44,50048.89,1973179.50,7447961.90,5417718.88,8437721.98,514873595.90,39401.04
2000,1,Bahamas,Clark,D00672,734357.24,6929902.24,4724951.15,652822.81,36783.46,1925.91,17764690.35,5519532.48,793945360.82,429726902.95,970857.21,288282704.93,408034.90,325899.58,6305385.06,9931446.93,2990102.34,84634.00,5411677.92,4092722.87,7538842.02,9640655.05,543395833.04,93754.76
2000,1,Bahrain,Vermeulen,D00468,347345.92,1269189.10,301639.16,9158131.16,54439.63,6518.27,42038454.53,94488727.36,551694586.51,488863902.30,788739.77,435200763.66,573277.95,265252.68,9660217.85,6795314.71,5317783.27,35097.49,6309110.74,2450088.25,7482809.48,2505661.18,974953978.01,71807.18
2000,1,Bahrain,Krennwallner,D00038,131555.38,1781527.35,1165648.80,5324651.27,19588.40,3774.37,36761959.90,74294788.76,1504483.60,946128.23,346841.20,448665.61,702081.98,266006.76,2079688.77,3501712.20,6205458.39,75808.61,8489112.02,2839669.23,4103621.86,4280757.29,500478778.68,99423.01
2000,1,Bahrain,Hillman,D00252,557117.82,2899965.49,43211.35,1044725.67,59876.97,811.71,74425864.97,91108791.35,551597147.32,414261670.50,792282.71,304406880.99,386553.99,362592.51,2322204.97,3053598.10,2398581.80,3534.80,8982669.93,9329405.45,3147993.83,5098491.14,214455430.12,83378.18
2000,1,Bahrain,Clark,D00034,846652.78,6779465.58,2289214.20,9050530.32,599.06,3836.58,77203780.39,65326583.30,162241791.48,93271295.44,232031.89,30056921.36,312164.50,180137.03,7719352.93,5232648.09,6343180.13,67981.58,5620302.41,9811151.09,8352165.12,1207060.85,604418462.37,64761.09
2000,1,Bangladesh,Vermeulen,D00194,387307.65,7492068.03,7209501.96,9931657.10,70447.41,6232.64,81637223.93,32662887.77,542927081.43,134209668.72,611139.59,67566955.69,684187.51,172588.58,5921713.01,9067398.45,7782892.47,93952.55,1883338.66,1635638.19,8052252.19,5778785.08,62768882.47,64359.05
2000,1,Bangladesh,Krennwallner,D00792,380452.66,7611630.32,4859859.46,718641.02,49825.91,1398.27,42466390.32,94952907.45,594970843.65,306189062.24,338333.32,206991953.11,79008.03,30224.64,6883952.90,2847883.85,3582546.76,64641.02,5526715.43,8880251.57,7794255.19,3018855.90,954667761.04,97481.39
2000,1,Bangladesh,Hillman,D00533,487057.62,5841383.43,1778845.37,7843323.70,77305.77,2636.89,57735244.75,50983472.49,771346518.75,736479398.77,963940.67,680826367.18,415360.09,86033.62,4527488.67,8763916.76,2081336.40,24531.87,9317789.32,7926257.81,6876993.27,9999660.50,630003696.81,62870.33
2000,1,Bangladesh,Clark,D00498,805295.98,1276180.33,837582.30,1042711.38,57033.68,9410.95,46929338.86,35032761.22,204131093.00,93331869.20,62752.79,14004318.65,20257.74,9798.81,7638178.03,1721680.54,1146748.06,8372.96,5733491.39,6311688.91,2999543.26,5020143.95,670803522.42,76216.88
2000,1,Barbados,Vermeulen,D00604,730169.56,4080776.00,853144.33,3553010.84,23315.73,8098.38,49829229.28,54737801.21,156405091.28,20529521.49,520283.54,15675954.12,582104.31,190554.94,4992894.00,1916123.71,952462.82,3704.14,7744669.43,4080175.67,5863702.67,3210880.14,765884474.74,86819.50
2000,1,Barbados,Krennwallner,D00749,727102.85,6905939.76,1757903.79,1866902.74,17030.31,8563.14,80160081.02,24532156.28,667702545.96,149956840.73,337988.30,6613836.03,535092.61,135685.60,8255162.15,898515.36,619034.66,54553.47,3865280.02,7358198.57,4061065.45,9410024.02,289346942.30,74536.10
2000,1,Barbados,Hillman,D00324,208408.13,8509365.55,841630.50,3162257.65,32652.01,4070.59,27998928.64,29033314.71,263285052.14,187201560.44,874760.60,169789562.32,346799.18,250068.63,2433987.31,711768.85,9790422.38,54125.80,1682650.83,6679006.41,7646556.57,2115423.65,992687187.72,82401.53
2000,1,Barbados,Clark,D00468,387729.92,6053919.51,2846607.95,3710297.33,16229.10,687.32,94770765.47,88166638.30,101301910.75,13882269.12,965830.18,7233007.40,874044.78,531502.60,1411297.03,9194893.17,1896301.00,58021.32,8941806.10,8261518.61,1035457.69,4795251.46,254157380.28,22297.01
2000,1,Belarus,Vermeulen,D00534,104099.34,9793675.99,9590361.51,6512115.03,43887.70,3666.87,64051360.65,67455770.98,808281475.14,175130174.37,449553.35,81002032.16,237190.64,71351.86,1420304.42,7667729.24,1008430.13,42400.38,6783139.80,8754454.86,2071335.74,2999444.39,120262600.66,41486.99
2000,1,Belarus,Krennwallner,D00349,176803.00,558770.09,540846.61,9502219.46,61111.68,5708.02,92312125.95,48946064.89,998087672.86,506702413.71,314978.75,300439390.88,746945.58,663663.34,6085560.03,5157259.93,2124494.59,43256.43,5952740.90,8952668.39,4331998.23,7283870.05,352330235.23,63229.67
2000,1,Belarus,Hillman,D00938,361245.09,7863413.95,5408123.74,7730608.61,87051.31,8452.24,67444271.34,42119392.70,26410000.32,2138407.68,200255.61,1007831.55,621949.24,68796.36,5062461.65,742155.20,5501938.91,88013.75,7042817.03,7569360.09,2324235.94,1756234.98,916802906.22,31944.90
2000,1,Belarus,Clark,D00538,331635.67,739479.53,725629.92,5117736.28,43915.40,1130.55,13052433.67,79182476.29,687846594.05,576427969.75,711931.53,118849667.70,513247.88,85544.39,9141767.21,3190281.52,3359932.52,17936.35,8882870.20,8455264.50,3202321.99,3644428.38,50790255.05,64146.15
2000,1,Belgium,Vermeulen,D00486,878030.49,2886137.96,1365293.86,8501559.76,78837.02,8566.08,54336782.22,17674731.03,368304061.71,258488288.69,671891.57,211324201.83,198757.52,158081.31,9728695.59,281648.91,7364307.93,38557.08,8778494.17,4677062.86,8840619.92,3583921.82,672997601.55,58292.64
2000,1,Belgium,Krennwallner,D00301,664788.98,9848102.16,9793093.90,6944275.63,56117.64,5601.23,15487715.53,87933022.30,281087714.59,235710.74,286928.80,135582.51,874506.64,383009.38,3559112.75,294086.30,8289236.14,45539.22,8425002.97,9398794.17,1983638.36,6248224.99,170172016.63,82301.54
2000,1,Belgium,Hillman,D00033,91340.81,5894593.33,5562510.02,2587040.49,39723.67,6499.43,16039770.08,243851.23,471306091.03,260553576.86,562488.88,96054461.36,155860.47,47775.37,2569103.14,670137.64,1004528.08,26604.49,3539554.06,8548885.45,1481448.03,9557771.56,711666085.23,88538.60
